date,ic,rolling_ic_mean,rolling_ic_ir
2025-08-19,-0.037867015749539316,0.01712224844841664,2.664624132934656
2025-08-20,-0.1401558315989063,0.014813446139614328,2.2614226721150867
2025-08-21,-0.04957479069154197,0.014769470696799146,2.2541216892202
2025-08-22,0.07427271785502389,0.0166094544983493,2.53345839888111
2025-08-25,0.08889998085066976,0.01834817182807461,2.7899089338160312
2025-08-26,0.12549560664136444,0.021863617384854466,3.3245260461753006
2025-08-27,0.10729275558862218,0.024077196248179517,3.647645069665617
2025-08-28,0.09087769856442808,0.027918546663133995,4.3074869965445055
2025-08-29,0.1456400742115028,0.031466012411469936,4.83913681924248
2025-09-02,0.13469670286204008,0.03147987736369602,4.8406105851346934
2025-09-03,0.07296836593428328,0.03344320691948388,5.16032041055005
2025-09-04,0.048846488295364296,0.03679789751130282,5.844029709679429
2025-09-05,0.17871504854826106,0.03751869190504864,5.906755947359725
2025-09-08,0.2283039657949013,0.040009098927725424,6.126043831711605
2025-09-09,0.1561518008218516,0.040650025964591545,6.188040133425956
2025-09-10,0.14931297853705397,0.04202367648617535,6.342976794748149
2025-09-11,0.02040188479637356,0.04140506417430705,6.2486258880726435
2025-09-12,0.05425695889800314,0.040852689709677335,6.174581555889385
2025-09-15,-0.044005788748355826,0.03955045677220147,5.94562564697972
2025-09-16,-0.02654536664688949,0.0368921791864402,5.566260135084731
2025-09-17,-0.03885901384088477,0.03370017942083637,5.1171763865901
2025-09-18,-0.033176999456912444,0.032654971305287425,4.94167638901849
2025-09-19,-0.013798505096547158,0.03352037976678001,5.102453987333607
2025-09-22,0.00659239237919441,0.032664362848399055,4.971825452819515
2025-09-23,-0.12556466979962266,0.027319999291562695,4.16831778492558
2025-09-24,-0.10886865129069626,0.024977685654832816,3.757779976125106
2025-09-25,0.01706016970701525,0.02420956730150779,3.646189901026402
2025-09-26,0.025570634345108603,0.02620177781438545,3.9896912483315456
2025-09-29,0.036118462151819665,0.02742908768926603,4.189831227286551
2025-09-30,0.13964099714643588,0.030893834609415416,4.709043889372805
2025-10-01,0.16878878916587403,0.028803470698891966,4.574951288431679
2025-10-02,0.14048074236616662,0.0280949716401391,4.505948811878461
2025-10-03,0.15314284458591929,0.028525282204604856,4.552261286038784
2025-10-06,0.09343146580274936,0.030261174223310504,4.819013933330703
2025-10-07,0.08791583084549004,0.031170061082161107,4.949988815922441
2025-10-08,0.11584873912647663,0.03436653425687939,5.480500788714227
2025-10-09,0.15111019026900102,0.0376679625039204,5.974583718240841
2025-10-10,0.12219156236560154,0.041038401588645204,6.550264754022938
2025-10-13,0.14087471629168513,0.04226262454963393,6.693222705175884
2025-10-14,0.025143698457694107,0.042522736285452695,6.738863415434138
2025-10-15,-0.03754524421674531,0.04053193842808487,6.398437529383652
2025-10-16,-0.01567262807291814,0.037253348111786065,5.967672598935594
2025-10-17,-0.0003154930638614468,0.035027630875191375,5.650754228356749
2025-10-20,-0.14535754310953733,0.03219904981963426,5.05503204219832
2025-10-21,-0.17326062866309425,0.028129817142714845,4.2775972502841535
2025-10-22,0.07520820972597622,0.02933447220886375,4.455610381847858
2025-10-23,0.07852010208790486,0.030652898364128194,4.650746080741508
2025-10-24,-0.009898006272190464,0.029826625692315274,4.520059185482463
2025-10-27,0.07335763100810237,0.028276654834875233,4.342183702298694
2025-10-28,0.09022159856097493,0.028420510254292656,4.360839573930023
2025-10-29,0.031575989879108084,0.02783200843301346,4.275588356703249
2025-10-30,0.04591915215555535,0.027629370468384252,4.246448047633782
2025-10-31,0.17155916358236883,0.03032848426249442,4.5891089595409715
2025-11-03,0.024405978358117593,0.031247233549626593,4.741811398586512
2025-11-04,0.14373612850770212,0.03500835036368032,5.316702846066701
2025-11-05,0.011046966086850064,0.037703697076430946,5.884934826414652
2025-11-06,-0.05487067923616147,0.03854773258326558,6.076631304337256
2025-11-07,-0.06980872644396938,0.03885676405618393,6.147828226355614
2025-11-10,0.07410005995937831,0.043601664631396336,7.291799208651613
2025-11-11,-0.06313471396865161,0.04552358245251646,7.9019188202795725
2025-11-12,0.09084316698529898,0.047668752164763774,8.318015118236117
2025-11-13,0.06715450370272706,0.051123924419790995,9.265214875139021
2025-11-14,0.055726120628223616,0.05287893960845376,9.69424227705379
2025-11-17,-0.016046196974405822,0.05137362436129659,9.374331768186629
2025-11-18,-0.020354796279379313,0.04955271140912911,9.006455248390987
2025-11-19,0.08507168441903759,0.04887897937209033,8.92908031046964
2025-11-20,0.22199253490043921,0.050790642360620614,9.015653645470097
2025-11-21,0.013354303419568106,0.049498585774872955,8.789152656871192
2025-11-24,-0.0041704729884570356,0.047001743321540286,8.406065043568665
2025-11-25,-0.0010233904360082752,0.04473974176657281,8.050951793689887
2025-11-26,-0.06535415273631373,0.0424343664553962,7.546197430734062
2025-11-28,-0.08580783490138096,0.040190127735450436,7.027760184265728
