feature_profile,val_auc,wf_auc,ic_mean,rolling_ic_latest_mean,rank_net_sharpe_nw,rank_net_mean,decile_sharpe,decile_monotonicity,rank_mdd_net
all_features,0.5531116339511972,0.5264310279201665,0.04329608988303098,0.06985154761441927,2.145813744853413,0.0030574328415463306,4.434165605907336,0.9878787878787878,-0.27066648975156715
liquidity_core,0.5387918231253221,0.5251987864689941,0.04237904576257789,0.06679575681751172,2.0670128433525212,0.0029611076060231728,4.220417934103523,0.9030303030303028,-0.35194083214371474
