date,symbol,side,prob_up
2026-03-10,EPAM,long,0.6765658855438232
2026-03-10,HOOD,long,0.6740002632141113
2026-03-10,NCLH,long,0.6518927216529846
2026-03-10,PSKY,long,0.6487985253334045
2026-03-10,GDDY,long,0.6353285908699036
2026-03-10,AES,long,0.6282772421836853
2026-03-10,NFLX,long,0.626594066619873
2026-03-10,BXP,long,0.6252428293228149
2026-03-10,DASH,long,0.6227065324783325
2026-03-10,CSGP,long,0.6188222169876099
2026-03-10,APP,long,0.617890477180481
2026-03-10,FDS,long,0.6178032755851746
2026-03-10,CVNA,long,0.6172125339508057
2026-03-10,BAX,long,0.6105272769927979
2026-03-10,AXP,long,0.6084350347518921
2026-03-10,PAYC,long,0.6078559756278992
2026-03-10,WDAY,long,0.6071125864982605
2026-03-10,CRL,long,0.5998721718788147
2026-03-10,AMD,long,0.599339485168457
2026-03-10,VRTX,long,0.599302351474762
2026-03-10,TRV,short,0.35925397276878357
2026-03-10,ALL,short,0.35907503962516785
2026-03-10,TDY,short,0.3588307499885559
2026-03-10,KIM,short,0.3585762679576874
2026-03-10,VICI,short,0.3561844229698181
2026-03-10,TJX,short,0.355486661195755
2026-03-10,AFL,short,0.35474643111228943
2026-03-10,ADI,short,0.35452190041542053
2026-03-10,KMI,short,0.35424748063087463
2026-03-10,SBUX,short,0.3521604537963867
2026-03-10,EG,short,0.34971627593040466
2026-03-10,MCD,short,0.34881752729415894
2026-03-10,VZ,short,0.3480422794818878
2026-03-10,PFE,short,0.34667983651161194
2026-03-10,LIN,short,0.34212952852249146
2026-03-10,BALL,short,0.33731698989868164
2026-03-10,HON,short,0.3222845494747162
2026-03-10,ATO,short,0.3161122798919678
2026-03-10,NVDA,short,0.2655322849750519
2026-03-10,SPY,short,0.024936625733971596
