date,symbol,side,prob_up
2026-03-06,EPAM,long,0.7016501426696777
2026-03-06,CVNA,long,0.6902456283569336
2026-03-06,MOH,long,0.6861516833305359
2026-03-06,TER,long,0.681690514087677
2026-03-06,ARES,long,0.6734282970428467
2026-03-06,HOOD,long,0.671942412853241
2026-03-06,GLW,long,0.6684063076972961
2026-03-06,BAX,long,0.6677790284156799
2026-03-06,SNDK,long,0.6657444834709167
2026-03-06,WDC,long,0.6559796333312988
2026-03-06,BXP,long,0.6558277010917664
2026-03-06,SMCI,long,0.6494988799095154
2026-03-06,KKR,long,0.647526741027832
2026-03-06,AMD,long,0.6461273431777954
2026-03-06,COIN,long,0.6429621577262878
2026-03-06,ANET,long,0.6361376643180847
2026-03-06,IBM,long,0.6273829340934753
2026-03-06,UAL,long,0.6237795948982239
2026-03-06,CCL,long,0.6202043294906616
2026-03-06,EXE,long,0.6195893883705139
2026-03-06,KIM,short,0.332022100687027
2026-03-06,FE,short,0.32966354489326477
2026-03-06,JNJ,short,0.3292470872402191
2026-03-06,MAA,short,0.32772666215896606
2026-03-06,EG,short,0.3258698582649231
2026-03-06,VICI,short,0.32539042830467224
2026-03-06,MCD,short,0.3250516653060913
2026-03-06,TXN,short,0.3236636519432068
2026-03-06,CBOE,short,0.32116952538490295
2026-03-06,MSI,short,0.32057589292526245
2026-03-06,LNT,short,0.3183484971523285
2026-03-06,TJX,short,0.3166181743144989
2026-03-06,REG,short,0.31581661105155945
2026-03-06,CME,short,0.3158140182495117
2026-03-06,ATO,short,0.30241087079048157
2026-03-06,LIN,short,0.3022863566875458
2026-03-06,VZ,short,0.3006681501865387
2026-03-06,TSLA,short,0.2849876582622528
2026-03-06,BALL,short,0.27814027667045593
2026-03-06,SPY,short,0.02518710121512413
