date,symbol,side,prob_up
2026-02-19,LRCX,long,0.6024166941642761
2026-02-19,LLY,long,0.5920692086219788
2026-02-19,IT,long,0.5876984000205994
2026-02-19,AMAT,long,0.5861424207687378
2026-02-19,META,long,0.5859046578407288
2026-02-19,WMT,long,0.573838472366333
2026-02-19,HOOD,long,0.5735266804695129
2026-02-19,MSFT,long,0.5630730986595154
2026-02-19,IBKR,long,0.5627610683441162
2026-02-19,MRNA,long,0.5615898966789246
2026-02-19,COIN,long,0.5596022605895996
2026-02-19,ABT,long,0.5553210973739624
2026-02-19,TER,long,0.5548449158668518
2026-02-19,AMD,long,0.5546339154243469
2026-02-19,WDAY,long,0.5535860657691956
2026-02-19,PLTR,long,0.5512454509735107
2026-02-19,INTU,long,0.5502100586891174
2026-02-19,AVGO,long,0.548855185508728
2026-02-19,PAYC,long,0.5477789640426636
2026-02-19,AMZN,long,0.5475683212280273
2026-02-19,NDSN,short,0.4255672097206116
2026-02-19,TDY,short,0.42509427666664124
2026-02-19,AEE,short,0.424460768699646
2026-02-19,LUV,short,0.4237440824508667
2026-02-19,IEX,short,0.4236707389354706
2026-02-19,TMO,short,0.42348870635032654
2026-02-19,CPT,short,0.4234011471271515
2026-02-19,UNP,short,0.4225184917449951
2026-02-19,CLX,short,0.42246171832084656
2026-02-19,AAPL,short,0.4213361144065857
2026-02-19,CTRA,short,0.4205990731716156
2026-02-19,PHM,short,0.41940200328826904
2026-02-19,HAS,short,0.4180533289909363
2026-02-19,POOL,short,0.41799068450927734
2026-02-19,WMB,short,0.41492292284965515
2026-02-19,MTB,short,0.41357991099357605
2026-02-19,ZBH,short,0.41042187809944153
2026-02-19,AIG,short,0.40502816438674927
2026-02-19,BEN,short,0.3969436287879944
2026-02-19,SPY,short,0.022243138402700424
