date,symbol,side,prob_up
2026-02-20,LRCX,long,0.5873423218727112
2026-02-20,GLW,long,0.5795584917068481
2026-02-20,META,long,0.5724640488624573
2026-02-20,PAYC,long,0.5691455006599426
2026-02-20,JNJ,long,0.5670523047447205
2026-02-20,LLY,long,0.560889720916748
2026-02-20,IT,long,0.5592281818389893
2026-02-20,MRNA,long,0.5584094524383545
2026-02-20,MSFT,long,0.5574036836624146
2026-02-20,TER,long,0.5556155443191528
2026-02-20,ROST,long,0.5542442202568054
2026-02-20,XOM,long,0.5517255663871765
2026-02-20,IBKR,long,0.5498137474060059
2026-02-20,CVS,long,0.5455681681632996
2026-02-20,AMZN,long,0.5438460111618042
2026-02-20,AVGO,long,0.543165385723114
2026-02-20,AMAT,long,0.5410456657409668
2026-02-20,ED,long,0.539845883846283
2026-02-20,PLTR,long,0.538749635219574
2026-02-20,PAYX,long,0.5384342670440674
2026-02-20,UNP,short,0.43815329670906067
2026-02-20,MCK,short,0.43768176436424255
2026-02-20,LII,short,0.4375459849834442
2026-02-20,FFIV,short,0.4361143112182617
2026-02-20,ZBRA,short,0.4360775649547577
2026-02-20,SNDK,short,0.435930997133255
2026-02-20,UHS,short,0.43524250388145447
2026-02-20,BEN,short,0.43490836024284363
2026-02-20,AAPL,short,0.4329882264137268
2026-02-20,AEE,short,0.4327270984649658
2026-02-20,SW,short,0.4292640686035156
2026-02-20,HAS,short,0.4280572831630707
2026-02-20,RJF,short,0.42608222365379333
2026-02-20,LIN,short,0.42485013604164124
2026-02-20,FE,short,0.4221630096435547
2026-02-20,EOG,short,0.4184791147708893
2026-02-20,TSLA,short,0.38423657417297363
2026-02-20,NVDA,short,0.37877988815307617
2026-02-20,MU,short,0.3697434663772583
2026-02-20,SPY,short,0.024433305487036705
