date,symbol,side,prob_up
2026-03-12,EPAM,long,0.666641116142273
2026-03-12,HOOD,long,0.6423450708389282
2026-03-12,GLW,long,0.6393604278564453
2026-03-12,MOH,long,0.6387653350830078
2026-03-12,CSGP,long,0.6368032693862915
2026-03-12,CVNA,long,0.6315719485282898
2026-03-12,TTD,long,0.622983992099762
2026-03-12,COIN,long,0.6195721626281738
2026-03-12,PSKY,long,0.6176404356956482
2026-03-12,NFLX,long,0.6149148344993591
2026-03-12,NCLH,long,0.6114629507064819
2026-03-12,GDDY,long,0.6107181906700134
2026-03-12,APP,long,0.6096832752227783
2026-03-12,WDC,long,0.609459400177002
2026-03-12,BAX,long,0.6054688692092896
2026-03-12,DASH,long,0.6002112030982971
2026-03-12,APO,long,0.5993356108665466
2026-03-12,CBRE,long,0.5982880592346191
2026-03-12,IBM,long,0.5971952080726624
2026-03-12,CRL,long,0.5965678095817566
2026-03-12,ADI,short,0.3583429455757141
2026-03-12,CMCSA,short,0.3580201268196106
2026-03-12,BMY,short,0.3569059669971466
2026-03-12,CNP,short,0.3567279279232025
2026-03-12,PFE,short,0.3547220230102539
2026-03-12,AFL,short,0.3531384766101837
2026-03-12,VRSN,short,0.35290956497192383
2026-03-12,HOLX,short,0.35074564814567566
2026-03-12,KIM,short,0.3491969704627991
2026-03-12,YUM,short,0.3477790355682373
2026-03-12,PNW,short,0.3453649580478668
2026-03-12,SBUX,short,0.3424953520298004
2026-03-12,HON,short,0.33877673745155334
2026-03-12,BALL,short,0.33829179406166077
2026-03-12,HIG,short,0.3341425657272339
2026-03-12,LIN,short,0.3279092609882355
2026-03-12,JNJ,short,0.3136799931526184
2026-03-12,VZ,short,0.30986282229423523
2026-03-12,KO,short,0.30082693696022034
2026-03-12,SPY,short,0.02813667804002762
